"","GEO","Ref_Date","TYPE","STATUS","IMMIGRA","Value","GEO2"
"2396","Ontario","2003/2004","College","Total, registration status","Canadian students",180129,"ON"
"2397","Ontario","2003/2004","College","Total, registration status","International students",8664,"ON"
"2398","Ontario","2011/2012","University","Total, registration status","Total, student status",495906,"ON"
"2399","Ontario","2003/2004","University","Full-time student","Canadian students",294687,"ON"
"2400","Ontario","2000/2001","University","Part-time student","Canadian students",75366,"ON"
"2401","Ontario","2003/2004","University","Part-time student","Canadian students",78642,"ON"
"2402","Ontario","2003/2004","University","Part-time student","International students",3072,"ON"
"2403","Ontario","2001/2002","College","Full-time student","International students",2544,"ON"
"2404","Ontario","2014/2015","College","Total, registration status","Canadian students",270930,"ON"
"2405","Ontario","1999/2000","University","Total, registration status","Total, student status",312315,"ON"
"2406","Ontario","2006/2007","University","Total, registration status","International students",28560,"ON"
"2407","Ontario","2011/2012","University","Part-time student","Total, student status",84954,"ON"
"2408","Ontario","2006/2007","University","Total, registration status","Total, student status",440607,"ON"
"2409","Ontario","2008/2009","College","Total, registration status","International students",30675,"ON"
"2410","Ontario","2011/2012","University","Total, registration status","International students",38787,"ON"
"2411","Ontario","2012/2013","University","Part-time student","International students",4677,"ON"
"2412","Ontario","2001/2002","University","Full-time student","International students",14790,"ON"
"2413","Ontario","2003/2004","University","Full-time student","Total, student status",316059,"ON"
"2414","Ontario","1999/2000","University","Part-time student","Total, student status",75090,"ON"
"2415","Ontario","1993/1994","University","Full-time student","International students",10527,"ON"
"2416","Ontario","1993/1994","University","Full-time student","Total, student status",231156,"ON"
"2417","Ontario","2001/2002","University","Part-time student","Total, student status",81324,"ON"
"2418","Ontario","2014/2015","College","Total, registration status","International students",34539,"ON"
"2419","Ontario","2011/2012","University","Part-time student","International students",4422,"ON"
"2420","Ontario","1993/1994","University","Total, registration status","Canadian students",318360,"ON"
"2421","Ontario","2000/2001","College","Part-time student","Total, student status",11880,"ON"
"2422","Ontario","2003/2004","College","Part-time student","Total, student status",41331,"ON"
"2423","Ontario","1999/2000","University","Full-time student","Total, student status",237225,"ON"
"2424","Ontario","2008/2009","College","Total, registration status","Total, student status",239334,"ON"
"2425","Ontario","2012/2013","University","Part-time student","Total, student status",83418,"ON"
"2426","Ontario","2003/2004","University","Full-time student","International students",21375,"ON"
"2427","Ontario","2001/2002","University","Part-time student","Canadian students",78855,"ON"
"2428","Ontario","2012/2013","University","Total, registration status","Total, student status",504972,"ON"
"2429","Ontario","2014/2015","College","Part-time student","Total, student status",80964,"ON"
"2430","Ontario","1998/1999","University","Part-time student","Total, student status",72957,"ON"
"2431","Ontario","1998/1999","University","Total, registration status","Canadian students",293109,"ON"
"2432","Ontario","1993/1994","University","Part-time student","Total, student status",99567,"ON"
"2433","Ontario","2014/2015","University","Full-time student","Canadian students",386775,"ON"
"2434","Ontario","2008/2009","College","Total, registration status","Canadian students",208656,"ON"
"2435","Ontario","2014/2015","University","Full-time student","Total, student status",435405,"ON"
"2436","Ontario","2014/2015","University","Part-time student","International students",6138,"ON"
"2437","Ontario","2000/2001","College","Part-time student","International students",1035,"ON"
"2438","Ontario","2008/2009","University","Full-time student","Canadian students",339726,"ON"
"2439","Ontario","2012/2013","University","Total, registration status","Canadian students",461598,"ON"
"2440","Ontario","2012/2013","University","Total, registration status","International students",43371,"ON"
"2441","Ontario","2004/2005","College","Total, registration status","Total, student status",203967,"ON"
"2442","Ontario","2001/2002","University","Part-time student","International students",2466,"ON"
"2443","Ontario","2013/2014","College","Full-time student","Total, student status",220485,"ON"
"2444","Ontario","2013/2014","College","Part-time student","Canadian students",70572,"ON"
"2445","Ontario","2014/2015","College","Total, registration status","Total, student status",305793,"ON"
"2446","Ontario","2003/2004","University","Part-time student","Total, student status",81711,"ON"
"2447","Ontario","1992/1993","College","Part-time student","Total, student status",13122,"ON"
"2448","Ontario","2003/2004","College","Part-time student","International students",4692,"ON"
"2449","Ontario","2000/2001","College","Part-time student","Canadian students",8709,"ON"
"2450","Ontario","2001/2002","College","Part-time student","Total, student status",12522,"ON"
"2451","Ontario","1998/1999","University","Full-time student","Canadian students",221316,"ON"
"2452","Ontario","2004/2005","College","Part-time student","International students",19539,"ON"
"2453","Ontario","2001/2002","University","Full-time student","Total, student status",254400,"ON"
"2454","Ontario","1998/1999","University","Part-time student","Canadian students",71793,"ON"
"2455","Ontario","1998/1999","University","Part-time student","International students",1164,"ON"
"2456","Ontario","1999/2000","University","Part-time student","International students",1434,"ON"
"2457","Ontario","1993/1994","College","Total, registration status","Total, student status",134886,"ON"
"2458","Ontario","1998/1999","University","Total, registration status","International students",9834,"ON"
"2459","Ontario","2008/2009","College","Full-time student","Canadian students",164406,"ON"
"2460","Ontario","2014/2015","University","Full-time student","International students",48630,"ON"
"2461","Ontario","2001/2002","College","Part-time student","Canadian students",9654,"ON"
"2462","Ontario","2001/2002","College","Part-time student","International students",882,"ON"
"2463","Ontario","1998/1999","College","Total, registration status","International students",1788,"ON"
"2464","Ontario","2001/2002","College","Total, registration status","Canadian students",135768,"ON"
"2465","Ontario","1998/1999","University","Full-time student","International students",8670,"ON"
"2466","Ontario","1998/1999","University","Full-time student","Total, student status",229983,"ON"
"2467","Ontario","2001/2002","University","Full-time student","Canadian students",239607,"ON"
"2468","Ontario","2013/2014","College","Full-time student","International students",20856,"ON"
"2469","Ontario","2004/2005","College","Part-time student","Total, student status",38499,"ON"
"2470","Ontario","2004/2005","College","Total, registration status","Canadian students",161280,"ON"
"2471","Ontario","1993/1994","University","Full-time student","Canadian students",220632,"ON"
"2472","Ontario","2013/2014","College","Part-time student","International students",10053,"ON"
"2473","Ontario","2003/2004","University","Total, registration status","Canadian students",373329,"ON"
"2474","Ontario","1999/2000","College","Total, registration status","International students",2235,"ON"
"2475","Ontario","1998/1999","College","Total, registration status","Canadian students",125097,"ON"
"2476","Ontario","2008/2009","College","Part-time student","International students",21483,"ON"
"2477","Ontario","1998/1999","College","Total, registration status","Total, student status",152583,"ON"
"2478","Ontario","2011/2012","University","Total, registration status","Canadian students",457122,"ON"
"2479","Ontario","2001/2002","College","Total, registration status","Total, student status",158943,"ON"
"2480","Ontario","1993/1994","College","Part-time student","Total, student status",13200,"ON"
"2481","Ontario","1999/2000","University","Part-time student","Canadian students",73653,"ON"
"2482","Ontario","2012/2013","College","Full-time student","International students",19344,"ON"
"2483","Ontario","2012/2013","College","Full-time student","Total, student status",213096,"ON"
"2484","Ontario","2004/2005","University","Full-time student","Canadian students",309627,"ON"
